	S1a	S1b	S1c	S2a	S2b	S2c	S3a	S3b	S3c
d9200bde5988fc94926487fe0f13a78c	0	0	0	0	0	5	0	0	0
aea212ed138a8bdf70ede5d56147caf4	35	0	0	0	0	0	0	0	0
a05d2afe6ee93adb8812e4dcd87b1090	0	0	0	0	0	0	0	0	3
bbbb67d1cf6c305c51dc7bdcacbac7bb	0	0	0	0	0	0	0	0	7
68d738f4282b7fb46ed7ac29ce8e3dae	0	0	0	66	0	0	0	0	0
6886ed259f7ad2cb14ba4b186515dc2f	0	16	0	0	0	0	0	0	0
2524468674c3b6f7437e6eb23f18971a	0	0	0	0	0	42	0	0	0
c9ff10d8268339a350aad56b2ebfb9e4	0	0	0	0	0	0	0	38	0
f3df8f21f4f587c27950a41763ba7572	0	0	0	0	21	0	0	0	0
376e2b341a9950ff6c0499d0200488fc	0	0	0	10	0	0	0	0	0
5715154222e92032258541c8b8d7a82e	0	0	0	0	0	274	0	0	0
a23a92fd59112f2a4df73cd13c37bbd6	156	0	0	0	0	0	0	0	0
fbe20c2b7a7947fcbd692f029b84ef72	0	0	0	0	0	0	0	0	5
f615618c78b85f31b1bc9156a73e3935	0	0	0	0	0	0	0	3	0
d613d045ddf91966226da3a31b387459	0	0	49	0	0	0	0	0	0
e607a2521a8fef1a8ffd5883ede93115	0	0	49	0	0	0	0	0	0
cb6b8ebd60293550040f2d0cb084a71a	0	0	0	0	0	0	0	41	0
7c61bfc6ab7a45bce11382eae6a203ed	11	0	0	0	0	0	0	0	0
ab460f9f3ab5dfad494cd2c79d467514	0	0	0	0	3	0	0	0	0
aecf1812a75bd988189692bb89a57d17	0	0	0	13	0	0	0	0	0
bbd3c8b778abe2087cb4f8f685f2806c	0	0	0	0	0	0	0	0	16
d0dff70c64698ccaf3676ed20f35c57f	0	0	0	0	0	0	0	0	18
2c84cc1927c888568232df8a9beb5fdf	10	0	0	0	0	0	0	0	0
f3ceff79e79aabe068d9c49135dce059	0	0	0	0	0	32	0	0	0
9f21ba2df64694c6fe3116fa827d89dc	15	0	0	0	0	0	0	0	0
6575943efd57dddb58c6214f646a68ab	0	0	0	18	0	0	0	0	0
4891b7c6a24b9d370f1d8d5515fbfcab	0	0	11	0	0	0	0	0	0
668c933c2517e08b07482ebb3569951e	0	0	0	0	0	0	0	40	0
6f914c93c3fd6210890b8da34ce04611	0	0	0	0	0	0	0	51	0
cfa95993f4b886148327736b5430fef8	0	0	0	0	0	0	0	0	153
7a906f0b1ead3a52debcf03c4cec6739	0	0	0	0	0	0	0	5	0
b96ea4b5eca4fa4960531bdfcde26e82	0	0	0	0	0	8	0	0	0
c27f0e48057ae612fd9f4f8802255cb0	0	2	0	0	0	0	0	0	0
f1d9a947a78d6a3ae77f1ecf5d31615d	0	0	0	0	0	0	0	0	80
9d81079719100062fa541c225e139aeb	0	0	0	0	0	0	0	10	0
3980aab66ce4f97a5533d5c05b352626	0	0	0	2	0	0	0	0	0
b0679f57b9620f9fa8a768ee6e1f0a4f	0	0	0	0	0	4	0	0	0
7ddb79e81415a0d48cd40fe61aa6a691	0	0	0	4	0	0	0	0	0
ccc02183c5da4ef95d557f2806daf7ec	0	0	0	0	0	0	0	0	94
f239032999115b6158ed2aa34fca951c	0	0	0	4	0	0	0	0	0
7ea937f2a6278dec648743f146f218f5	0	0	0	0	8	0	0	0	0
3523d8ad43bf4a32a2bbe197f0d2701e	0	0	0	0	46	0	0	0	0
df2c93ddc6bcbae9e6357cc78f699140	0	0	0	42	0	0	0	0	0
f88c75dc6f289568737751d1b0a8d935	0	0	0	0	0	148	0	0	0
9be48fdbbea9148155e1efb38bfcea49	73	0	0	37	0	104	0	0	0
0aada146f77cd8348a9fa26bdfe95a7e	0	0	0	0	0	0	0	0	3
3d8ef6c314625df3fc28022fc64a4f7d	0	0	0	0	0	0	4	0	0
95de6c590d44a8862f845632d930bbe4	0	0	0	10	0	0	0	0	0
79cfbdefdaa80f1dcebb36298c5b9ba3	5	0	0	0	0	0	0	0	0
a35f6a5872da8489bde1534c5991989c	0	0	0	0	0	0	0	8	0
60e9c3a9fd0edd731228e7032b4a4964	3	0	0	0	0	0	0	0	0
e01a85e30d687b616cb848e631d790b0	0	0	0	0	18	0	0	0	0
8d4334cdc76196180b17b2bf03323e8e	0	0	0	0	0	0	0	0	53
f75100f9bf50b2462584dd56b052c287	2	0	0	0	0	0	0	0	0
b189accb3938cdb39604ea17e666b04e	0	22	0	0	0	0	0	0	0
04edb5e314df2eaf6ad4fc0a497553f4	0	0	0	0	9	0	0	0	0
4e8975dba6ff4d988d93a04f0e707ab4	0	0	0	0	0	16	0	0	0
0964ac38e0a4809e1fdd05fff3a8e474	0	0	0	0	0	5	0	0	0
6d6979826421ff93ce5f5982473013c8	0	0	0	0	0	0	0	14	0
b2afc775938295e2f494c04cea7162ca	0	0	0	0	0	0	0	0	24
5aa88775930e4306333870c281e77120	0	4	0	0	0	0	0	0	0
286448bca57c6bbadd6a72cd2925c54b	0	0	34	0	0	0	0	0	0
49b0157b71696fbdd126cc9bc907d22e	0	0	0	0	0	0	2	0	0
03b6b83b694a3ecd9a60d23d368e419f	0	0	45	0	0	0	0	0	0
95666459efdbf5159db4469145a9a9b1	0	0	0	0	0	0	3	0	0
94f471156c39a61483098ec03e07214f	0	0	0	0	0	3	0	0	0
daf5268e7a3b724dd76eefc98ca102ce	0	0	0	0	23	0	0	0	0
1e0a390ade3ee71c17887599d986588b	0	0	0	0	5	0	0	0	0
a1083b072d6cefd44316581a70601fd1	6	0	0	0	0	0	0	0	0
ba936e0ad45bd4dc3dfe3c0f0883fd78	0	0	0	0	0	0	21	0	0
06075484858e816466fe3e7812644d50	0	0	0	0	27	0	0	0	0
b06513e68cbeac780567c9c0e04e3e28	0	0	0	0	0	0	0	0	16
c59e7ddb4e2b4f59230c5d571297d482	0	0	0	46	0	0	0	0	0
620ebc2388608fdcae5d52d0f12ed7f2	0	0	39	0	0	0	0	0	0
9adb166c9692f4eafc620a07ff3c4695	0	0	0	0	4	0	0	0	0
6ec56a648589b00bb1d4e54806abf7f8	0	0	0	0	44	0	0	0	0
fb491c66c1aabd65b50ad53739052911	0	0	0	0	0	0	0	7	0
aff5a242b0f198e3f2689f0b039ca17d	0	0	0	0	135	0	0	0	0
640bbc05220148226f4b0929221a0c77	0	0	0	0	0	0	5	0	0
ba2357f8539585b102d660cf08a7a19a	0	38	0	0	0	0	0	0	0
4a65629a3a7bfc66ed7adf664ad7490e	0	0	0	0	0	4	0	0	0
6fa6450681582896d2496718ef267f86	0	0	0	0	0	0	2	0	0
3f55a0c963ba70294554215416a412de	0	0	0	0	26	0	0	0	0
84f5e904df21491c71d34761dfc5430b	0	0	0	0	0	0	6	0	0
b850daba05cca56be0eda52f03434dff	0	0	0	0	0	0	0	10	0
97794995d43ba8aab5814471b91bacf7	0	0	2	0	0	0	0	0	0
6c15630b20167f1ac4551975e9c7ad90	0	0	0	0	0	0	0	0	30
558c409b561ac856f23662cf7a10c90d	0	32	0	0	0	0	0	0	0
93555c7e010e294d87440ace20b2a201	18	0	0	0	0	0	0	0	0
db4d645fcbe305649a0b82693305e545	0	0	0	0	0	0	28	0	0
54ca91ca038709a957b7f670a80fcdf1	0	0	0	0	0	0	3	0	0
a64312a1371b9d864c76436fe10d89bf	0	0	0	3	0	0	0	0	0
d1fc331fdc59e4c50c476376f6e118bc	0	0	0	0	0	0	27	0	0
86482e278acceb42427a2bae768b870e	0	0	0	0	0	0	0	0	121
e35e87dabd30dc2cb2dad068bde0b5d8	0	0	0	0	0	0	0	0	20
b678065393b8eaf6ded049029513a897	0	0	0	0	0	0	0	2	0
7463209114e18bc3aecc08b8b4e1cbd9	0	0	0	0	0	0	0	2	0
28b49c8e99e67ca86ebc2d1947095238	0	0	0	0	0	0	0	4	0
e35555adbe97a636f630232e38ae3e39	0	2	0	0	0	0	0	0	0
8eb116c19ac1f03594100952619a6601	0	0	0	0	0	0	0	0	7
a10543a99a45cb872deacdb75fd5e97b	0	0	14	0	0	0	0	0	0
d3dfdd99665c64f6aa1213d6ab34a2dd	0	0	0	0	0	0	3	0	0
6eab1f8e82605898a45b984ceaee535e	15	0	0	0	0	0	0	0	0
76dcef2e92aec10ca017ebafe80490b4	0	3	0	0	0	0	0	0	0
2e55fd2fccfba11ecd50c136cffb5999	0	0	0	0	3	0	0	0	0
aaa4826ba5814504d84a035af1b6460a	0	0	93	0	0	0	0	0	0
180f36ceceecbc5a480887965d24963b	0	0	0	30	0	0	0	0	0
7882e210e97afb23d9b4859e5da11f09	0	137	0	0	0	0	0	0	0
f81ecb7d0528c0eaed6d40bce68dbac1	0	0	0	0	0	0	0	0	5
8bda984cee10b0e981b3e2735ce74ded	0	0	0	10	0	0	0	0	0
b2a61b4d3eea539591b313a2fab87177	0	0	0	19	0	0	0	0	0
79a1f80d8b489a5dc1521f8681899368	0	0	0	0	0	13	0	0	0
97b5aa9e0fa94939a0924cee7292f812	0	0	0	0	0	23	0	0	0
b6496f204a96920649f8511411527608	0	0	0	0	3	0	0	0	0
272fdc6182bb0bf329a33df51eaa65ca	0	0	0	0	0	0	84	0	0
370c676b21caba5b9b4f333a37766f2d	0	0	0	0	0	0	18	0	0
7006148e34758151f3579ef1ba9e39a9	0	0	0	0	0	0	5	0	0
3fb9fa9b7ec605db4783058f5a52c1dd	0	0	0	4	0	0	0	0	0
f2fc7d5b2216a00e5bd52801741b24d0	0	0	4	0	0	0	0	0	0
ec7c274e9ad617357b10e633d195ab13	47	0	0	0	0	0	0	0	0
d757e6074c2586fc39615ef65c034e8b	0	0	0	0	43	0	0	0	0
72237b61ec347d024dc5f3dbaef02b5d	0	0	0	0	0	17	0	0	0
e2c74ae282cde8d1dae3f1b96b4b4cd1	0	0	0	0	0	0	5	0	0
39691c3cec248326435d1d5fbf9d5fc6	0	0	0	0	0	0	0	9	0
092e5fdfcf037c852bd4a7aefe77119b	6	0	0	0	0	0	0	0	0
3edf0c930254e4d9daca3cb53bec1311	0	0	28	0	0	0	0	0	0
c94b58069a8b73590eef1b1036115705	0	0	0	0	0	0	0	0	10
bec171edf5fc0221af5b3d17d85f8b94	0	6	0	0	0	0	0	0	0
7502848e862af9ab9445a07e1ddafd64	0	10	0	0	0	0	0	0	0
00900dcda542bb4be9a496b7fa47a10e	7	0	0	0	0	0	0	0	0
8617f8ed90588f511a8a2edb8e83fd0f	0	0	0	0	0	6	0	0	0
076d9523252b7880dcfe40ab5e2802e4	0	0	0	13	0	0	0	0	0
e4f9752ed02a30de18bd02b393c19ef6	9	0	0	0	0	0	0	0	0
0ec0f8880de6bd903609f73d4749da6d	0	0	0	0	0	0	2	0	0
942100db5b9e0ccc976c93bec0b3b0fc	0	22	0	0	0	0	0	0	0
68a70258422cb1f4b5072a6ca5d84b16	0	0	0	0	0	0	0	0	11
514f80ec0ed7d103be3647a2dc5a9e8e	44	0	0	0	0	0	0	0	0
94516819441ba047530e42422162a25b	0	0	0	0	10	0	0	0	0
571e8693140f7442aa473642a9ea3373	0	0	17	0	0	0	0	0	0
ecff0691f67595927c0e6cf1eab07c0c	0	0	0	3	0	0	0	0	0
f3a7fbdf8f77d1ef77d1cf12716cc863	0	0	2	0	0	0	0	0	0
e719b130cdc172c84fafb55fa5fc32e4	0	0	0	12	0	0	0	0	0
aa1dcb77c9c2e2ea8583cd1acf3e86ef	0	0	0	0	14	0	0	0	0
4acaedd11f8c75763c7d41dc3e169a3c	0	0	0	0	0	0	11	0	0
2e90e87fff1689f8e1c76fde775e80cf	0	3	0	0	0	0	0	0	0
4286c09e9e32d0b119686c4df9732225	0	0	0	0	0	0	0	13	0
ed284bae750c172dc317cfedcd089786	0	0	26	0	0	0	0	0	0
5bacabe4a7b26a74689d379c9e3900bb	0	0	3	0	0	0	0	0	0
be7331e93ec6627ce4bad8d979dad8cd	0	0	0	0	78	0	0	0	0
aa333bf7e091163fbb1318cca6ffb2ba	0	0	0	0	0	0	0	0	9
6c45d5bb89f99054d3a5fbc5d6686eec	0	0	0	0	0	25	0	0	0
48a81cb41f563c6b9f0211b64e0b0a1e	0	0	0	0	0	0	0	0	5
cd0c3019bef34f946fd5f13663db976f	0	0	0	0	0	0	73	0	0
0e082d8acbcc2bad5e14f4ea43fa9a46	0	0	0	0	0	0	0	8	0
73ab40ef6aaa0447e8ddb1b4dc1546af	0	0	0	0	18	0	0	0	0
abc567547c8d9a798a4b5aa5690890ec	0	0	0	47	0	0	0	0	0
8fd54607717a0cda01e5a0e227824a42	0	0	0	0	55	0	0	0	0
daa124f1215d8910314c5c28d7a206ff	6	0	0	0	0	0	0	0	0
038a8afa93d5b1e7ff85dc046a2cc3d8	0	0	0	0	0	0	0	0	3
fe4c971ff56b9f969b8cf21e4b7cb3a3	0	124	0	0	0	0	0	0	0
957eb79f943a2470d6380b274e01e74e	0	0	0	0	0	20	0	0	0
35d122b3633c762e790a43d7a9915634	0	0	0	4	0	0	0	0	0
367146dce304483f127baaa44db12be8	0	0	0	0	0	0	0	8	0
b435471c7b02c626545705c2d0f328ea	0	0	0	0	4	0	0	0	0
f9896d260f68a39f3d546c891df87f97	0	0	0	0	0	46	0	0	0
bb31112b8b31d523237eb96a6fa791a7	0	0	0	10	0	0	0	0	0
4cd9b0d5f87e86cd1ac84c87ca806eee	0	0	0	0	0	0	0	17	0
f3524485930523cf1d5cba70e535a803	0	0	0	0	0	7	0	0	0
a33cddda5a3c39ebd069660ef39a9f7a	0	0	0	0	0	0	15	0	0
c19e0217b324d6fe4e25e85d0d5466f5	3	0	0	0	0	0	0	0	0
4be83a4fa2e8c9d7f2a1d4fa4279ddff	2	0	0	0	0	0	0	0	0
d769e03eb67f9c667c4eedde23519eed	0	0	54	0	0	0	0	0	0
369edfde7f48a0a28fd26653bd080844	0	0	6	0	0	0	0	0	0
d9081f1812fc8042074d05792847a7ae	0	0	0	0	0	0	128	0	0
4772355f0f1847c6ac63c4fe13389e80	0	0	0	0	2	0	0	0	0
835d91e903b932e7469c833db1ff3fc5	0	0	33	0	0	0	0	0	0
7f7797b0ca376cb013ae23b5badee93e	0	0	0	0	0	0	13	0	0
3c2c81ee0ef1668e2b3434506ca24488	0	0	0	0	0	0	26	0	0
cdcfce55f7bc9c9057c49eae73ec1354	0	34	0	0	0	0	0	0	0
8ea118ab5975052f216f3c1a4c38e1b2	0	0	0	0	0	0	0	0	4
26664ac4d3853d72cf29df3a354dbd99	0	0	0	0	0	40	0	0	0
a6bf7da317fe6e23d1758029b5aa45d3	0	0	0	0	0	0	0	2	0
c5e0944d9ce62c7267afa0490933c6ee	0	0	0	0	0	0	2	0	0
cad018feeee48e8245ecd1cbcd82dc4e	0	0	0	5	0	0	0	0	0
ffb1d2520dd35a2dbdc7d8017a9e50fb	26	0	0	0	0	0	0	0	0
39271c0ee40549e790036b99290ed7a3	0	0	0	0	0	0	0	0	5
9b3d200e3e74cc36ea827ad3c655695d	0	0	44	0	0	0	0	0	0
10c15a7bc09ecf8adc8fcd95f494496a	0	0	0	0	10	0	0	0	0
e5d631e3044c395a2749821faf04d799	0	0	0	0	0	0	22	0	0
b685338819af5ac44531a9a1407139f3	0	0	0	47	0	0	0	0	0
897ca71096dec54674471597c22a82f5	0	0	14	0	0	0	0	0	0
aadbbe9cebcb9a84e2a89b6d873ba14b	0	0	0	0	0	0	94	0	0
d6987da51d5c717ed0b2b0e070d4d872	0	0	0	0	0	0	4	0	0
f841253b159087a90191b5780810beb9	0	0	0	0	0	38	0	0	0
8e7a65824d13c2761b3c0adc9e7d154f	0	0	0	0	0	0	0	0	8
8ffc8e007ce3468084069cdf05c571d2	0	34	0	0	0	0	0	0	0
eaa92ef2aea270ed5806d679ca7fee3f	0	0	0	5	0	0	0	0	0
e2fb559c22e2ce2646161fa5b72af15b	0	2	0	0	0	0	0	0	0
fb3369d9c29df31a92f76b5b3e9a8798	7	0	0	0	0	0	0	0	0
e55ccf8f82af9d9d90c11871d8afe225	0	0	0	0	11	0	0	0	0
637ea8d627696e5d43bd365832d8ec2c	0	0	0	0	0	0	0	13	0
8ef3c6071af88b34f941d343cac9e5e9	0	0	0	0	0	15	0	0	0
a53c90b9a539ff517e49aa9a05ea36f2	0	0	3	0	0	0	0	0	0
f2c796cb859990f57b447c1ebdabd44a	0	0	0	0	0	0	0	0	5
96def5a95bf6c7cec02ab0cd953c26d8	0	0	16	0	0	0	0	0	0
fabe1cfd667c3efb2f0a52afccda3ab0	0	47	0	81	0	0	0	0	0
dead3abe83017fac888becf1abf714af	0	0	0	0	0	0	0	0	3
34c59fd7bc240b4633771b5605710dc2	0	0	0	0	0	0	0	0	16
970809d4b53c18b9ff0d7efb58c17ef1	0	59	0	0	0	0	0	0	0
799900e12b9887fbbd4ccd529cac19fb	0	28	0	0	0	0	0	0	0
773b439c69077beab09fbf285ad3108f	0	0	0	0	0	10	0	0	0
092ba5bb639d0f3a0a075539b28f1181	0	0	0	0	0	50	0	0	0
fa9a79203ef926915bf9f930f75024fc	4	0	0	0	0	0	0	0	0
d8e362f7e91e06464838a99410cff72b	0	0	0	0	100	0	0	0	0
0ef153405fe8dea6f1a0ce91ecf2a096	0	0	0	0	0	0	0	0	30
b1ac94191d900c3e321c0b0f14e5808f	0	11	0	0	0	0	0	0	0
6c1c7c0dc65909d64d4de0f457ab32d7	0	0	0	0	0	0	17	0	0
3ea566c21a96ba96591ea813dfc566d6	0	0	0	0	0	25	0	0	0
4328632e2a4c7a1fc76ef7a329a30713	0	0	0	0	0	0	0	0	4
29ccd69ca8835e9612fa297bd959b202	0	0	0	0	6	0	0	0	0
5a6a04d6073d8917cd4a840ed8c420bd	0	0	0	0	0	19	0	0	0
2cedc931281c5f0f6018abbc8a9b6f45	0	0	0	0	0	0	0	7	0
fd64b58bbf92cccd932da0df54b35102	5	0	0	0	0	0	0	0	0
2a3b18a0b150fb6c7111fdc6c9460ffc	0	0	0	0	0	0	164	0	0
210a795a506b0999f3541e27bbbc36ee	0	0	0	0	0	3	0	0	0
fcdbb0194aa2e3c017bda08f3286d288	0	0	0	0	0	0	24	0	0
358c61c73f9b2bd66317742e59dc01fa	4	0	0	0	0	0	0	0	0
4459350aec04030f40924c997c24284f	0	0	0	0	0	0	0	2	0
68ac115ae7318f9c00c30555be7e2fa2	0	0	9	0	0	0	0	0	0
8c49fe5538b3190f03703886462c00d1	0	0	0	0	0	0	0	3	0
8fe47f34e5d2a7d6d42d170583295664	0	0	25	0	0	0	0	0	0
3c82eed02ff12e0fbe93ac8e4132027f	0	7	0	0	0	0	0	0	0
c6780c4093e6c0fa9b06766b26bcbdbf	0	0	8	0	0	0	0	0	0
3c62de793a0182286843288f6b94e6bd	0	0	0	0	75	0	0	0	0
318ebf52c7ad11fa8b1c8cbe3d81e47a	21	0	0	0	0	0	0	0	0
b51754fbcae85ad77f3a3a2aacf7c0c3	0	0	0	0	0	0	24	0	0
3ce465a2d4f4aeb320b0f292d245a9c8	0	157	0	0	0	0	0	0	0
07400d10ecb16a9981c03fbdef2f3e4d	0	0	0	36	0	0	0	0	0
a591cd633fb9efc50d9e915a06f84a1e	0	0	0	6	0	0	0	0	0
401ca00069be0fb3c71997c28b4e3095	0	0	0	0	0	0	0	2	0
010da975074d4e3ad286b79c87644db1	0	0	54	0	0	0	0	0	41
f1e84db37a650ff6c74245fc9138d7c7	0	0	0	0	0	0	0	3	0
661f3ad720d046770c86d061bb7c5d82	0	0	0	0	5	0	0	0	0
26299fe657cd58195385da137ffb4748	17	0	0	0	0	0	0	0	0
3edbbeb32263b2b7385a52d45ad56232	38	0	0	0	0	0	0	0	0
357eeaccb349463c97de0df95c44aa94	0	0	0	0	0	0	0	10	0
e8a8f4542254ebfc0c7f6bf93b4908ac	0	0	18	0	0	0	0	0	0
b3a48b62f67bbe94a4ee8bb2d2dcd2ef	0	17	0	0	0	0	0	12	13
f41a8bdce0c2b2ba2bb0819988b3ae13	0	84	0	0	0	0	0	0	0
f0ab28a4ebbafc4ee2cc7bd1bbe21909	0	0	0	0	0	0	0	2	0
75eecd25f52b08a35ecbdf0c682358cf	0	0	0	0	0	0	2	0	0
aa2a9081cf6141a4e48a437d3b87dab6	0	0	0	0	0	0	0	0	3
fd092d919e443c9b344769e698e1d802	0	0	0	0	28	0	0	0	0
5ee497bf57e1fe3095b2407e1350a245	0	0	30	0	0	0	0	0	0
15621ddabe89d3c73ce83725da24aa7c	0	0	0	0	0	0	0	9	0
23fbfd2c606551392fe6dfae0f7631cf	0	0	0	0	0	0	10	0	0
42b7fbda78bcdb0cfb62b64ca1ce0ec1	0	2	0	0	0	0	0	0	0
d322446bea563a982480d5e11201bf47	0	0	0	94	0	0	0	0	0
e2ddf0d9a6a17272427e2edc8c35477e	0	17	0	0	0	0	0	0	0
91e7f70885f4d3fae67d9d9fe8d6c8a6	0	0	0	0	0	0	3	0	0
e002cd1c49bdc59e1ee9da68851cc81a	0	0	0	0	0	5	0	0	0
317881ae2a861677d881e49188240c08	0	5	0	0	0	0	0	0	0
1246dbad9e3b3fcee67aecb750bfd6ae	0	0	0	9	0	0	0	0	0
e6bda08dad78db80fdc94228f6d68697	0	0	0	0	0	0	0	16	0
e25031e73948489cdb397befa5fa14be	0	27	0	0	0	0	0	0	0
c296aed2acf267ca99944541823f7297	0	6	0	0	0	0	0	0	0
c93e6182f1d3e94c2d7184b055878601	0	0	0	7	0	0	0	0	0
098664545e586f60bbd2f75538336544	0	0	0	0	27	0	0	0	0
39234100ea1be9c3ef53a735eed81328	0	0	0	0	0	0	0	38	0
73750997ae7a2c36b1a5b14c54c68b7a	0	7	0	0	0	0	0	0	0
49224944952eb2106dc9e5078a4e0c40	0	0	0	0	0	14	0	0	0
a4ee652a21db0896e8ca187f34f47b96	0	0	0	0	0	0	0	4	0
d3c507229670b32798afedace482ed0d	35	0	0	0	0	0	0	0	0
58c972ef63cccec4e68ddab0e7879b0a	0	0	0	12	0	0	0	0	0
8732abe11990f7b155015b600c83dd71	0	16	0	0	0	0	0	0	0
a1abe205bdd5636bbecad5e7ef44ed9a	0	0	0	0	0	0	3	0	0
06ed5121c2753583dfcdc44054acf7d7	0	36	0	0	0	0	0	0	0
9a23eecf33e9795274bb674a500c7e2b	0	0	0	0	6	0	0	0	0
adf29b6cdc24818b13afcc7e60ba256a	0	0	0	0	0	0	0	0	2
c6eb73aebeccd26d60d7cb7a12f9e3a7	0	0	7	0	0	0	0	0	0
8072f046dc19bfb569edf172c1a809eb	0	0	0	0	0	0	0	0	2
35296cb499c80aa922d5ba699622be1c	0	0	0	59	0	0	0	0	0
74c75fc91329b7f7cf0802086a60e7c8	0	0	0	0	6	0	0	0	0
4daa0c36ec897ddf3a9f3bd9ed1a024a	0	0	0	0	0	0	0	0	29
d6719ae64fb397227855488a577de55a	0	0	10	0	0	0	0	0	0
f17b667139694eddcd0229f344b18161	0	0	0	0	0	0	0	0	4
21196e4a0ab2c9a14490ef40343ed344	0	0	0	0	0	4	0	0	0
a591749e602991b6ef0de2bc3b41f0f1	0	0	0	10	0	0	0	0	0
9867b2f5a294948c902177bd118ceae7	15	0	0	0	0	0	0	0	0
e3719447951c963836b9126b0c286f39	0	0	0	0	0	0	0	39	0
fe5f610aa1c8d0dc89093d9421140fbf	0	0	0	0	0	0	0	8	0
18b9e1280191706bbfb95c77ab51543a	0	0	0	0	0	0	0	12	0
77690d78db8246becd3b31d6462f50db	0	0	0	0	11	0	0	0	0
f0b58623c7c99b4698a5514d77952ce9	0	0	0	36	0	0	0	0	0
2fceee9c7f9d301910f94615ff602908	0	0	0	0	0	20	0	0	0
6e743f0dba2fb3aebb36e52ba6932c93	0	0	2	0	0	0	0	0	0
25f2756c459b3a7e0058505efe2389ac	0	0	0	0	0	0	2	0	0
a4219a82679edfc5e32495ab13db51d1	0	0	0	0	0	0	11	0	0
39c2d915e055c2914889a36ee6043580	12	0	0	0	0	0	0	0	0
47d70a3ecc06570ba920b5c7d34b7887	0	0	0	18	0	0	0	0	0
9f1299ab6c9d3d7674fe4cd71ae8dd1b	0	0	0	14	0	0	0	0	0
bf079bae7ebad14363dacaae77e4d0be	0	0	0	0	0	8	0	0	0
f1e239233acbfc7dc70973bca8d3edd6	0	0	6	0	0	0	0	0	0
2b1f3e87affab3e72fc686f118a74699	0	0	0	0	0	0	3	0	0
b35ba3b9b229b7eedc6d990bb3768088	26	0	0	0	0	0	0	0	0
5ed0d1b947f7d5f3ebf10ecbcc0f61f3	0	0	0	0	0	0	75	0	0
7278581171e4488c309d9f73e442da67	0	0	0	0	0	0	0	0	2
b089986731b6935b64bb7621f2ba5d3d	0	0	0	14	0	0	0	0	0
3db1cb3901a8413a4bbff39156442d31	0	0	0	0	0	0	8	0	0
322a77e3c6b81aec79f4148ef058d042	41	0	0	0	0	0	0	0	0
c86a6d5a40a320979f2a295c56bb7033	0	0	0	4	0	0	0	0	0
ec8b6cf6f6fce722cb69ddc2060c7c8e	0	0	0	0	0	0	78	0	0
77584e36894be70f965eba1aac116778	0	0	0	0	0	32	0	0	0
7e42af528389a616243abb44fe677caf	0	0	52	0	0	0	0	0	0
d6ee5c4f355b5d0e910cddce8892807b	0	0	0	0	0	0	0	0	3
e801460926b69ff96a61ac78eb684380	0	27	0	0	0	0	0	0	0
952b0df34207696aafaa62861c469224	0	0	0	0	0	3	0	0	0
8827a007606e70e298819a874c3ace87	0	0	0	0	0	7	0	0	0
ed3afd5ed14dc2f3c06ba331da358ff0	0	0	0	0	0	0	4	0	0
7c2afbdb48f349e405e7ee2126e5dae7	0	0	0	0	80	0	0	0	0
84b8ff32068fcd71aeb7455a12e5dde4	0	0	0	23	0	0	0	0	0
3d33e6040aa9882220a429fe5d0c346d	0	2	0	0	0	0	0	0	0
215f26ab3d850bbc4ad2e7da9fdfd454	0	0	0	0	0	0	0	0	2
155c277a0bfcafc2e8593a69c1ac0efb	0	0	15	0	0	0	0	0	0
2ee214f8fda92446ec53851c627016bc	120	0	0	0	0	0	0	0	0
c68c754c1925825ef177213e4548afc5	0	0	0	5	0	0	0	0	0
4578ea6388bae3a0f0b4c447207cc613	0	0	16	0	0	0	0	0	0
87f32bfd5c50eae92195ab04ab3af95a	0	6	0	0	0	0	0	0	0
3187ec91349ff0b532a53ad0307a766c	0	0	0	0	0	0	5	0	0
746d4c251eedbabc2fd23365036ce77d	0	0	0	0	6	0	0	0	0
e06ad1d4adfeb4311c5f34b0568086af	0	0	0	27	0	0	0	0	0
dfa4154b266f1b5f2a121085f5bb3725	0	0	0	0	0	0	0	0	2
d6ee158306b66309ab6b75776b025b79	0	0	0	0	0	0	0	0	4
113a391eee02768a6deb99a2d1da49f6	0	2	0	0	0	0	0	0	0
a7674bc7ac79602d3971f5a79c2d4fb7	0	0	0	0	0	111	0	0	0
02116f4c08a5073c03746565fdd162e4	0	0	0	10	0	0	0	0	0
c015500feff08e29ca87b3ec0e3c6275	0	9	0	0	0	0	0	0	0
b912cfdf9bf00ce550ef5319c0aded63	2	0	0	0	0	0	0	0	0
6092f7ee273c14022babf892736b4d2b	0	0	0	0	0	0	0	7	0
927b41d004961a986c9ec1495c6c5454	3	0	0	0	0	0	0	0	0
83d7e13b6de8f069b452d26b15939095	0	0	11	0	0	0	0	0	0
7bdc8c33253c112b6e60401e4598bfcb	0	0	10	0	0	0	0	0	0
1a4dcf6642af067792d45470d99166d0	0	0	0	0	0	0	0	0	117
151b89b7ba1ee8bd077fcb74d758a5d8	0	3	0	0	0	0	0	0	0
6eb0cba9fb4c75d2428f77c43a314a4d	0	0	0	66	0	0	0	0	0
f63c2d2ce9de68f3c0bec16f51625cb3	0	0	0	0	0	0	13	0	0
67ea3c331bbf5964ab7daa31461b9f24	0	0	0	0	0	0	2	0	0
3c3397b8a981da17d8afc9e5f389dd8c	0	64	0	0	0	0	0	0	0
